200	21
11.57255813	10.63680585	11.09130314	11.04814625	11.00014088	11.55966388	10.93545975	11.69200517	11.46245115	11.30292446	10.95543196	11.25313837	11.22031786	11.60968664	10.66773249	11.02181282	10.73276101	11.69235396	11.0302533	11.64164537	10.86997933
10.319785	9.213833283	9.334943631	9.940900834	9.470048726	10.13660668	9.519832792	10.32305476	9.726558779	9.716990894	9.369379235	9.537800798	9.823685681	10.27926234	9.093549613	9.363915717	9.346956889	10.33561366	9.376125389	10.40811741	9.33136485
15.09112956	14.42062477	14.38381227	14.76027293	14.6895012	15.83018094	14.46584696	15.65413811	14.84208021	14.96224986	14.82605188	14.9897138	15.02798373	14.75645729	14.26384869	14.50726195	14.99277463	14.55230886	14.85163681	15.29503707	14.86330548
13.95330526	13.75620186	13.39978526	13.31136517	13.90741648	13.58464547	13.95744671	14.54069716	13.47487201	13.44280098	13.82559485	13.73493185	13.46946376	13.5438535	13.24311447	13.69770607	13.51275281	13.7537704	13.45083751	13.80764673	13.69102374
7.174925683	6.770829046	6.62497818	6.881419908	6.783980414	7.375039431	6.74281467	7.680183682	6.94602899	6.920055055	6.5360529	6.834154981	6.705977902	7.207502459	6.412781525	6.682292371	6.906890596	7.06501215	6.832890014	7.029011087	7.004501392
9.234817431	8.248876343	8.549977143	8.791814071	8.607330314	9.207746467	8.573647187	9.401306206	8.880807948	8.809928866	8.476138625	8.770829046	8.851749041	9.355130821	8.245552706	8.549592167	8.421223299	9.216260837	8.519243094	9.412781525	8.495455333
8.887220615	7.9795681	8.195249158	8.630449157	8.235056863	9.084276911	8.34251919	8.957682486	8.710806434	8.497452696	8.277519887	8.315602457	8.733015322	9.015693807	8.139039668	8.248402006	8.306061689	8.811856314	8.207502459	9.197462446	8.083745237
10.57771205	10.09631984	10.88980814	10.79465954	10.57222651	11.13262825	10.08931806	10.9767789	11.23792695	10.70873904	10.60074921	10.77016832	10.8108126	11.25065372	10.29013407	10.67074476	10.21006248	10.86387652	10.30754237	10.92510932	10.77346893
12.52608349	10.85658115	10.98249453	11.48768933	11.38753272	11.36407992	11.41658644	11.74546425	11.22303634	12.96609082	11.75380173	12.00151375	11.22472525	10.94741778	11.67299983	10.65696108	10.66799854	13.67422538	11.86855251	11.85319258	11.74521212
13.69972426	14.58499772	15.87354264	15.31400962	14.68740302	14.33360263	14.71606384	16.09710419	13.92679633	15.76477831	15.25011703	15.25131597	14.59849455	14.93446951	15.8925025	14.54561007	14.60204347	16.23096611	15.9799878	14.00661536	14.16870345
10.31061278	9.073338255	9.601027897	9.497452696	9.238404739	9.864340932	9.685449638	10.74264628	10.11191811	9.842193179	9.907942177	10.23900176	8.519636253	9.589089313	9.342741399	8.66498053	9.2244841	10.81073228	9.363258702	9.22905912	9.840620587
5.569855608	4.121015401	4.944858446	5.121015401	4.958842675	5.395748328	4.491853096	5.725195817	5.752213368	5.078951341	4.255500733	4.87774425	5.121015401	5.332707934	4.678071905	5.112700133	4.791814071	5.459431619	5.070389328	5.449561375	4.995484519
